table,field,ddl_declaration,ddl_not_null,source_path,source_line,manifest_planes,build_disposition,capability,recommended_timing,recommended_owner,recommendation
authz.entity_operation_scope_binding,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/common/authz/03_tables.sql,754,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
authz.entity_operation_scope_binding,created_by,uuid NOT NULL,True,server/db/ddl/common/authz/03_tables.sql,754,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
authz.management_receipt,tenant_id,uuid NOT NULL,True,server/db/ddl/common/authz/13_management.sql,33,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
authz.management_receipt,idempotency_key,text NOT NULL CHECK(btrim(idempotency_key)<>''),True,server/db/ddl/common/authz/13_management.sql,33,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
authz.management_receipt,command_id,text NOT NULL,True,server/db/ddl/common/authz/13_management.sql,33,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
authz.management_receipt,principal_id,uuid NOT NULL,True,server/db/ddl/common/authz/13_management.sql,33,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
authz.management_receipt,fingerprint,text NOT NULL CHECK(fingerprint ~ '^[a-f0-9]{64}$'),True,server/db/ddl/common/authz/13_management.sql,33,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
authz.management_receipt,resource_id,uuid NOT NULL,True,server/db/ddl/common/authz/13_management.sql,33,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
authz.management_receipt,resource_version,integer NOT NULL CHECK(resource_version>0),True,server/db/ddl/common/authz/13_management.sql,33,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
authz.management_receipt,mutation_kind,text NOT NULL,True,server/db/ddl/common/authz/13_management.sql,33,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
authz.management_receipt,created_at,timestamptz NOT NULL DEFAULT clock_timestamp(),True,server/db/ddl/common/authz/13_management.sql,33,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace,code,text NOT NULL,True,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.workspace,name,text NOT NULL,True,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.workspace,description,text,False,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.workspace,icon_key,text,False,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.workspace,sort_order,smallint NOT NULL DEFAULT 0,True,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.workspace,is_shared_infrastructure,boolean NOT NULL DEFAULT false,True,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.workspace,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
control.workspace,status,shared.ref_status_d NOT NULL DEFAULT 'active',True,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace,is_active,boolean GENERATED ALWAYS AS (status = 'active') STORED,False,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace,status_changed_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace,status_changed_by,uuid,False,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace,created_by,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace,updated_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace,updated_by,uuid,False,server/db/ddl/common/control/03_tables.sql,5,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.module,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.module,code,text NOT NULL,True,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.module,name,text NOT NULL,True,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.module,description,text,False,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.module,icon_key,text,False,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.module,config,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.module,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
control.module,status,shared.ref_status_d NOT NULL DEFAULT 'active',True,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.module,is_active,boolean GENERATED ALWAYS AS (status = 'active') STORED,False,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.module,status_changed_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.module,status_changed_by,uuid,False,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.module,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.module,created_by,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.module,updated_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.module,updated_by,uuid,False,server/db/ddl/common/control/03_tables.sql,38,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace_module,workspace_id,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.workspace_module,module_id,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.workspace_module,is_primary,boolean NOT NULL DEFAULT true,True,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.workspace_module,sort_order,smallint NOT NULL DEFAULT 0,True,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.workspace_module,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
control.workspace_module,status,shared.ref_status_d NOT NULL DEFAULT 'active',True,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace_module,is_active,boolean GENERATED ALWAYS AS (status = 'active') STORED,False,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace_module,status_changed_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace_module,status_changed_by,uuid,False,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace_module,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace_module,created_by,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace_module,updated_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.workspace_module,updated_by,uuid,False,server/db/ddl/common/control/03_tables.sql,70,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.subscription_plan_module,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.subscription_plan_module,subscription_plan_id,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.subscription_plan_module,module_id,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.subscription_plan_module,entitlement_mode,text NOT NULL DEFAULT 'included',True,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.subscription_plan_module,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
control.subscription_plan_module,status,shared.ref_status_d NOT NULL DEFAULT 'active',True,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.subscription_plan_module,is_active,boolean GENERATED ALWAYS AS (status = 'active') STORED,False,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.subscription_plan_module,status_changed_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.subscription_plan_module,status_changed_by,uuid,False,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.subscription_plan_module,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.subscription_plan_module,created_by,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.subscription_plan_module,updated_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.subscription_plan_module,updated_by,uuid,False,server/db/ddl/common/control/03_tables.sql,94,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_type,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_type,code,text NOT NULL,True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_type,name,text NOT NULL,True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_type,category_code,text NOT NULL,True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_type,description,text,False,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_type,icon_key,text,False,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_type,config_schema,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_type,auth_types,text[] NOT NULL DEFAULT '{}'::text[],True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_type,capabilities,text[] NOT NULL DEFAULT '{}'::text[],True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_type,health_check_config,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_type,is_system,boolean NOT NULL DEFAULT true,True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_type,status,text NOT NULL DEFAULT 'active',True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_type,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_type,created_by,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_type,updated_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_type,updated_by,uuid,False,server/db/ddl/common/control/03_tables.sql,131,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,tenant_id,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,connector_type_id,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,code,text NOT NULL,True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,name,text NOT NULL,True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,description,text,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,environment_code,text NOT NULL DEFAULT 'production',True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,base_url,text,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,credential_reference,text,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,credential_revision,integer NOT NULL DEFAULT 1,True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,config,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,health_status,control.connector_health_status_d NOT NULL DEFAULT 'unknown',True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,last_health_check_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,last_error_code,text,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,last_error_message,text,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.connector_instance,status,control.connector_instance_status_d NOT NULL DEFAULT 'draft',True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,is_active,boolean GENERATED ALWAYS AS (status = 'active') STORED,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,status_changed_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,status_changed_by,uuid,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,created_by,uuid NOT NULL,True,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,updated_at,timestamptz,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,updated_by,uuid,False,server/db/ddl/common/control/03_tables.sql,166,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.connector_instance,version,integer NOT NULL DEFAULT 1 CHECK(version>0),True,server/db/ddl/common/control/14_admin_integrations.sql,2,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System operation / configuration,Platform services / administrators,No supplier intake field; retain normal authority and lifecycle.
control.integration_endpoint,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/common/control/03_tables.sql,210,"neon,mesh,studio",Source definition; verify deployment separately,Platform supporting data,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
